type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,3319842,Yu  Li and Carla  Allen and Chi-Ren  Shyu,,,,Quantifying and Understanding the Differences in Visual Activities with Contrast Subsequences,42:1--42:5,42,5,"contrast mining, diagnostic reasoning, eye movement, pattern analysis, radiographer, scanpath",10.1145/3314111.3319842,,,,,,,2019,,Proceedings of the 11th ACM Symposium on Eye Tracking Research & Applications,ETRA '19,,978-1-4503-6709-7,"Denver, Colorado",ACM,"New York, NY, USA"
article,1864485,Lisa G. Cowan,,,,Supporting Self-expression for Informal Communication,453--456,,4,"communication, mobile, self-expression",10.1145/1864431.1864485,,,,,,,2010,,Proceedings of the 12th ACM International Conference Adjunct Papers on Ubiquitous Computing - Adjunct,UbiComp '10 Adjunct,,978-1-4503-0283-8,"Copenhagen, Denmark",ACM,"New York, NY, USA"
article,3194151,Thein  Tun and Amel  Bennaceur,,,,"Agree to Disagree: Security Requirements Are Different, but Mechanisms for Security Adaptation Are Not",194--195,,2,"security requirements, self-adaptation",10.1145/3194133.3194151,,,,,,,2018,,Proceedings of the 13th International Conference on Software Engineering for Adaptive and Self-Managing Systems,SEAMS '18,,978-1-4503-5715-9,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,1400838,Sylvie  Dela&#235;t and St&#233;phane  Devismes and Mikhail  Nesterenko and S&#233;bastien  Tixeuil,,,,Snap-stabilization in Message-passing Systems,443--443,,1,"self-stabilization, snap-stabilization",10.1145/1400751.1400838,,,,,,,2008,,Proceedings of the Twenty-seventh ACM Symposium on Principles of Distributed Computing,PODC '08,,978-1-59593-989-0,"Toronto, Canada",ACM,"New York, NY, USA"
article,2213604,Eleni  Petraki,,,,"Holistic Indexing: Offline, Online and Adaptive Indexing in the Same Kernel",15--20,,6,"holistic indexing, self-organization",10.1145/2213598.2213604,,,,,,,2012,,Proceedings of the on SIGMOD/PODS 2012 PhD Symposium,PhD '12,,978-1-4503-1326-1,"Scottsdale, Arizona, USA",ACM,"New York, NY, USA"
article,376024,H.  Van Dyke Parunak and Sven  Brueckner,,,,Entropy and Self-organization in Multi-agent Systems,124--130,,7,"entropy, pheromones, self-organization",10.1145/375735.376024,,,,,,,2001,,Proceedings of the Fifth International Conference on Autonomous Agents,AGENTS '01,,1-58113-326-X,"Montreal, Quebec, Canada",ACM,"New York, NY, USA"
article,2823464,Raj  Rajkumar,,,,Self-Driving Vehicles: The Challenges and Opportunities Ahead,1--1,,1,self-driving vehicles,10.1145/2809695.2823464,,,,,,,2015,,Proceedings of the 13th ACM Conference on Embedded Networked Sensor Systems,SenSys '15,,978-1-4503-3631-4,"Seoul, South Korea",ACM,"New York, NY, USA"
article,1383584,Jakob Sverre Lovstad and Peter Henry Hughes,,,,Run-time Software Configuration for Mobile Devices Using an Evolutionary Quantifiable Deployment Model,189--200,,12,"configuration, deployment, development, modelling, run-time",10.1145/1383559.1383584,,,,,,,2008,,Proceedings of the 7th International Workshop on Software and Performance,WOSP '08,,978-1-59593-873-2,"Princeton, NJ, USA",ACM,"New York, NY, USA"
article,2185282,Eiko  Yoneki and Jon  Crowcroft,,,,EpiMap: Towards Quantifying Contact Networks and Modelling the Spread of Infections in Developing Countries,233--240,,8,"contact networks, epidemiology, small satellite",10.1145/2185216.2185282,,,,,,,2011,,Proceedings of the 1st International Conference on Wireless Technologies for Humanitarian Relief,ACWR '11,,978-1-4503-1011-6,"Amritapuri, Kollam, Kerala, India",ACM,"New York, NY, USA"
article,2850495,Kate  Lockwood and Maureen  Doye,,,,Setting Quantifiable Goals for Broadening Participation in Computing (Abstract Only),707--708,,2,broadening participation,10.1145/2839509.2850495,,,,,,,2016,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA"
article,1017784,DeJiu  Chen and Martin  T&#246;rngren,,,,A Metrics System for Quantifying Operational Coupling in Embedded Computer Control Systems,184--192,,9,"coupling measure, modularization and components, system functions",10.1145/1017753.1017784,,,,,,,2004,,Proceedings of the 4th ACM International Conference on Embedded Software,EMSOFT '04,,1-58113-860-1,"Pisa, Italy",ACM,"New York, NY, USA"
article,1463507,Mark M. Hall and Christopher B. Jones,,,,Quantifying Spatial Prepositions: An Experimental Study,62:1--62:4,62,4,"cognitive geography, experimental study, quantitative modelling, spatial language, vagueness",10.1145/1463434.1463507,,,,,,,2008,,Proceedings of the 16th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,GIS '08,,978-1-60558-323-5,"Irvine, California",ACM,"New York, NY, USA"
article,1988767,Giseli Rabello Lopes and Roberto  da Silva and J. Palazzo M. de Oliveira,,,,Applying Gini Coefficient to Quantify Scientific Collaboration in Researchers Network,68:1--68:6,68,6,"Gini coefficient, co-author social networks, social networks analysis",10.1145/1988688.1988767,,,,,,,2011,,"Proceedings of the International Conference on Web Intelligence, Mining and Semantics",WIMS '11,,978-1-4503-0148-0,"Sogndal, Norway",ACM,"New York, NY, USA"
article,1891954,Wen  Dong and Alex Sandy Pentland,,,,Quantifying Group Problem Solving with Stochastic Analysis,40:1--40:4,40,4,"human dynamics, interaction process analysis, speech communication, stochastic modeling",10.1145/1891903.1891954,,,,,,,2010,,International Conference on Multimodal Interfaces and the Workshop on Machine Learning for Multimodal Interaction,ICMI-MLMI '10,,978-1-4503-0414-6,"Beijing, China",ACM,"New York, NY, USA"
article,1161397,Umut  Topkara and Mercan  Topkara and Mikhail J. Atallah,,,,The Hiding Virtues of Ambiguity: Quantifiably Resilient Watermarking of Natural Language Text Through Synonym Substitutions,164--174,,11,"homograph, information hiding, natural language text, synonym substitution",10.1145/1161366.1161397,,,,,,,2006,,Proceedings of the 8th Workshop on Multimedia and Security,MM&#38;Sec '06,,1-59593-493-6,"Geneva, Switzerland",ACM,"New York, NY, USA"
article,3285995,Muhammad  Zaman and Shouqi  Yuan and Liu  Junping and Tan  Minggao and Xu  Jien and Tian  Xiao,,,,Quantifying the Irrigation Performance of Newly Developed Solar Sprinkler Irrigation System,90--95,,6,"Energy, Irrigation system, Solar Sprinkler, Uniformity",10.1145/3285957.3285995,,,,,,,2018,,Proceedings of the 2018 10th International Conference on Information Management and Engineering,ICIME 2018,,978-1-4503-6489-8,"Salford, United Kingdom",ACM,"New York, NY, USA"
article,2359505,Hubie  Chen and Victor  Dalmau,,,,Decomposing Quantified Conjunctive (or Disjunctive) Formulas,205--214,,10,"model checking, first-order logic, treewidth, computational complexity",10.1109/LICS.2012.31,,,,,,,2012,,Proceedings of the 2012 27th Annual IEEE/ACM Symposium on Logic in Computer Science,LICS '12,,978-0-7695-4769-5,"New Orleans, Louisiana",IEEE Computer Society,"Washington, DC, USA"
article,3059478,Nicholas  Davis and Chih-Pin  Hsiao and Kunwar Yashraj  Singh and Brenda  Lin and Brian  Magerko,,,,Creative Sense-Making: Quantifying Interaction Dynamics in Co-Creation,356--366,,11,"co-creation, collaboration, creativity, interaction, interaction dynamics, sense-making",10.1145/3059454.3059478,,,,,,,2017,,Proceedings of the 2017 ACM SIGCHI Conference on Creativity and Cognition,C&#38;C '17,,978-1-4503-4403-6,"Singapore, Singapore",ACM,"New York, NY, USA"
article,2442948,Cathal  Coffey and Rahul  Nair and Fabio  Pinelli and Alexei  Pozdnoukhov and Francesco  Calabrese,,,,Missed Connections: Quantifying and Optimizing Multi-modal Interconnectivity in Cities,26--32,,7,"multi-modal, optimization, route, schedule, transit",10.1145/2442942.2442948,,,,,,,2012,,Proceedings of the 5th ACM SIGSPATIAL International Workshop on Computational Transportation Science,IWCTS '12,,978-1-4503-1693-4,"Redondo Beach, California",ACM,"New York, NY, USA"
article,2815495,Thomas  Place and Marc  Zeitoun,,,,The Tale of the Quantifier Alternation Hierarchy of First-order Logic over Words,4--17,,14,,10.1145/2815493.2815495,ACM SIGLOG News,Jul-15,2,3,,August,2015,2372-3491,,,,,,ACM,"New York, NY, USA"
article,1088324,J.  Heintz and R.  W&#252;thrich,,,,An Efficient Quantifier Elimination Algorithm for Algebraically Closed Fields of Any Characteristic,11--11,,1,,10.1145/1088322.1088324,SIGSAM Bull.,Nov-75,9,4,,November,1975,0163-5824,,,,,,ACM,"New York, NY, USA"
article,2348218,Josefa  D&#237;az and J. Manuel Colmenar and Jos&#233; L. Risco-Mart&#237;n and Jos&#233; L. Ayala and Oscar  Garnica,,,,Quantifying the Impact of Dynamic Memory Managers into Memory-intensive Applications,160--167,,8,"dynamic memory manager, energy consumption, memory usage, performance, temperature",,,,,,,,2011,,Proceedings of the 2011 Summer Computer Simulation Conference,SCSC '11,,978-1-61782-950-5,"Hague, Netherlands",Society for Modeling &#38; Simulation International,"Vista, CA"
article,1147711,Demetri P. Spanos and Reza  Olfati-Saber and Richard M. Murray,,,,Approximate Distributed Kalman Filtering in Sensor Networks with Quantifiable Performance,,18,,,,,,,,,,2005,,Proceedings of the 4th International Symposium on Information Processing in Sensor Networks,IPSN '05,,0-7803-9202-7,"Los Angeles, California",IEEE Press,"Piscataway, NJ, USA"
article,3212805,Roshni  Kaushik and Ilya  Vidrin and Amy  LaViers,,,,Quantifying Coordination in Human Dyads via a Measure of Verticality,19:1--19:8,19,8,"coordination, dyad, interaction, motion-capture, partner, robotics",10.1145/3212721.3212805,,,,,,,2018,,Proceedings of the 5th International Conference on Movement and Computing,MOCO '18,,978-1-4503-6504-8,"Genoa, Italy",ACM,"New York, NY, USA"
article,2424352,David Carral Mart&#237;nez and Krzysztof  Janowicz and Pascal  Hitzler,,,,A Logical Geo-ontology Design Pattern for Quantifying over Types,239--248,,10,"geo-ontology design patterns, geospatial semantics, heterogeneity, interoperability",10.1145/2424321.2424352,,,,,,,2012,,Proceedings of the 20th International Conference on Advances in Geographic Information Systems,SIGSPATIAL '12,,978-1-4503-1691-0,"Redondo Beach, California",ACM,"New York, NY, USA"
article,671025,Flip  Korn and Alexandros  Labrinidis and Yannis  Kotidis and Christos  Faloutsos,,,,"Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining",582--593,,12,,,,,,,,,1998,,Proceedings of the 24rd International Conference on Very Large Data Bases,VLDB '98,,1-55860-566-5,,Morgan Kaufmann Publishers Inc.,"San Francisco, CA, USA"
article,3287318,Xulong  Tang and Ashutosh  Pattnaik and Onur  Kayiran and Adwait  Jog and Mahmut Taylan Kandemir and Chita  Das,,,,Quantifying Data Locality in Dynamic Parallelism in GPUs,39:1--39:24,39,24,"cache locality, computation scheduling, data reuse, general purpose graphics processing units, performance evaluation",10.1145/3287318,Proc. ACM Meas. Anal. Comput. Syst.,Dec-18,2,3,,December,2018,2476-1249,,,,,,ACM,"New York, NY, USA"
article,3139248,Amanpreet  Kaur and Savina  Singla and Divya  Bansal,,,,Quantifying Personal Exposure to Spatio-Temporally Distributed Air Pollutants Using Mobile Sensors,1--6,,6,"Air Pollution, Crowdsourcing, Exposure Estimation, Mobile Sensors, Personal Inhalation Model, Ventilation Rate",10.1145/3139243.3139248,,,,,,,2017,,Proceedings of the First ACM Workshop on Mobile Crowdsensing Systems and Applications,CrowdSenSys '17,,978-1-4503-5555-1,"Delft, Netherlands",ACM,"New York, NY, USA"
article,3106482,Ishan  Verma and Lipika  Dey and Hardik  Meisheri,,,,"Detecting, Quantifying and Accessing Impact of News Events on Indian Stock Indices",550--557,,8,"granger causality, news event detection, stock prediction",10.1145/3106426.3106482,,,,,,,2017,,Proceedings of the International Conference on Web Intelligence,WI '17,,978-1-4503-4951-2,"Leipzig, Germany",ACM,"New York, NY, USA"
article,3316605,Anjan  Goswami and Prasant  Mohapatra and Chengxiang  Zhai,,,,Quantifying and Visualizing the Demand and Supply Gap from E-commerce Search Data Using Topic Models,348--353,,6,"Business Analytics, E-commerce search, Information retrieval, Marketplace economics, Topic Models",10.1145/3308560.3316605,,,,,,,2019,,Companion Proceedings of The 2019 World Wide Web Conference,WWW '19,,978-1-4503-6675-5,"San Francisco, USA",ACM,"New York, NY, USA"
article,3025695,Nikola  Banovic and Varun  Rao and Abinaya  Saravanan and Anind K. Dey and Jennifer  Mankoff,,,,Quantifying Aversion to Costly Typing Errors in Expert Mobile Text Entry,4229--4241,,13,"error cost, speed-accuracy tradeoff, typing speed",10.1145/3025453.3025695,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,3317595,Piotr  Sapiezynski and Wesley  Zeng and Ronald  E Robertson and Alan  Mislove and Christo  Wilson,,,,Quantifying the Impact of User Attentionon Fair Group Representation in Ranked Lists,553--562,,10,"group fairness, information retrieval, ranked lists",10.1145/3308560.3317595,,,,,,,2019,,Companion Proceedings of The 2019 World Wide Web Conference,WWW '19,,978-1-4503-6675-5,"San Francisco, USA",ACM,"New York, NY, USA"
article,774761,Michael  Liljenstam and Andy T. Ogielski,,,,Crossover Scaling Effects in Aggregated TCP Traffic with Congestion Losses,89--100,,12,"TCP, self-similarity",10.1145/774749.774761,SIGCOMM Comput. Commun. Rev.,Nov-02,32,5,,November,2002,0146-4833,,,,,,ACM,"New York, NY, USA"
article,1016565,"John C. McEachen,II",,,,A Self-similarity Traffic Analysis of an Internet-based Multiplayer Online Game,170--170,,1,"MMOG, multiplayer, self-similarity",10.1145/1016540.1016565,,,,,,,2004,,Proceedings of 3rd ACM SIGCOMM Workshop on Network and System Support for Games,NetGames '04,,1-58113-942-X,"Portland, Oregon, USA",ACM,"New York, NY, USA"
article,1838448,Dayong  Ye and Minjie  Zhang and Danny  Sutanto,,,,Self-organisation in an Agent Network via Learning,1495--1496,,2,"adaptation, learning, self-organisation",,,,,,,,2010,,Proceedings of the 9th International Conference on Autonomous Agents and Multiagent Systems: Volume 1 - Volume 1,AAMAS '10,,978-0-9826571-1-9,"Toronto, Canada",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
article,2897067,Vivek  Nallur and Nicol&#225;s  Cardozo and Siobh&#225;n  Clarke,,,,Clonal Plasticity: A Method for Decentralized Adaptation in Multi-agent Systems,122--128,,7,"decentralized self-adaptation, plasticity",10.1145/2897053.2897067,,,,,,,2016,,Proceedings of the 11th International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS '16,,978-1-4503-4187-5,"Austin, Texas",ACM,"New York, NY, USA"
article,1723152,Edward A. Stott and Justin S.J. Wong and Pete  Sedcole and Peter Y.K. Cheung,,,,Degradation in FPGAs: Measurement and Modelling,229--238,,10,"FPGA, self test",10.1145/1723112.1723152,,,,,,,2010,,Proceedings of the 18th Annual ACM/SIGDA International Symposium on Field Programmable Gate Arrays,FPGA '10,,978-1-60558-911-4,"Monterey, California, USA",ACM,"New York, NY, USA"
article,2483711,Ville  Isom&#246;tt&#246;nen and Ville  Tirronen,,,,Teaching Programming by Emphasizing Self-direction: How Did Students React to the Active Role Required of Them?,6:1--6:21,6,21,"Self-direction, programming education",10.1145/2483710.2483711,Trans. Comput. Educ.,Jun-13,13,2,,July,2013,1946-6226,,,,,,ACM,"New York, NY, USA"
article,2048124,Matthew A. Hammer and Georg  Neis and Yan  Chen and Umut A. Acar,,,,Self-adjusting Stack Machines,753--772,,20,self-adjusting computation,10.1145/2048066.2048124,,,,,,,2011,,Proceedings of the 2011 ACM International Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA '11,,978-1-4503-0940-0,"Portland, Oregon, USA",ACM,"New York, NY, USA"
article,2048124,Matthew A. Hammer and Georg  Neis and Yan  Chen and Umut A. Acar,,,,Self-adjusting Stack Machines,753--772,,20,self-adjusting computation,10.1145/2076021.2048124,SIGPLAN Not.,Oct-11,46,10,,October,2011,0362-1340,,,,,,ACM,"New York, NY, USA"
article,2605337,Thomas  B&#228;ck,,,,Introduction to Evolution Strategies,251--280,,30,"evolution strategies, self-adaptation",10.1145/2598394.2605337,,,,,,,2014,,Proceedings of the Companion Publication of the 2014 Annual Conference on Genetic and Evolutionary Computation,GECCO Comp '14,,978-1-4503-2881-4,"Vancouver, BC, Canada",ACM,"New York, NY, USA"
article,3025911,Rick  Wash and Emilee  Rader and Chris  Fennell,,,,Can People Self-Report Security Accurately?: Agreement Between Self-Report and Behavioral Measures,2228--2232,,5,"intentions, security, self-report",10.1145/3025453.3025911,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
